timestamp,load_kw
2025-06-16 00:53:00-07:00,8.62391412117642
2025-06-16 01:08:00-07:00,9.889704606274895
2025-06-16 01:23:00-07:00,13.051156473786985
2025-06-16 01:38:00-07:00,11.104158544123395
2025-06-16 01:53:00-07:00,13.621063043116534
2025-06-16 02:08:00-07:00,14.390437852704363
2025-06-16 02:23:00-07:00,9.406403010640387
2025-06-16 02:38:00-07:00,15.117788274493673
2025-06-16 02:53:00-07:00,11.583261197870423
2025-06-16 03:08:00-07:00,17.827751404003614
2025-06-16 03:23:00-07:00,14.891261826875102
2025-06-16 03:38:00-07:00,12.229572285842593
2025-06-16 03:53:00-07:00,14.224199259308826
2025-06-16 04:08:00-07:00,14.732062590355449
2025-06-16 04:23:00-07:00,15.727758280132942
2025-06-16 04:38:00-07:00,19.259974441844832
2025-06-16 04:53:00-07:00,18.949665242790758
2025-06-16 05:08:00-07:00,23.82888558284924
2025-06-16 05:23:00-07:00,24.616761582189863
2025-06-16 05:38:00-07:00,26.7511773426534
2025-06-16 05:53:00-07:00,28.484421981957013
2025-06-16 06:08:00-07:00,33.81850765631947
2025-06-16 06:23:00-07:00,43.527648214655414
2025-06-16 06:38:00-07:00,50.14493513531704
2025-06-16 06:53:00-07:00,56.631290788292254
2025-06-16 07:08:00-07:00,55.46889093277807
2025-06-16 07:23:00-07:00,58.846847546031135
2025-06-16 07:38:00-07:00,56.70195028407962
2025-06-16 07:53:00-07:00,55.54357382750088
2025-06-16 08:08:00-07:00,47.607635289182774
2025-06-16 08:23:00-07:00,49.504482414548534
2025-06-16 08:38:00-07:00,40.53408085757321
2025-06-16 08:53:00-07:00,36.20664318879931
2025-06-16 09:08:00-07:00,31.89557602778109
2025-06-16 09:23:00-07:00,26.81117421172154
2025-06-16 09:38:00-07:00,19.038974222040768
2025-06-16 09:53:00-07:00,22.314266279438897
2025-06-16 10:08:00-07:00,18.229306132647118
2025-06-16 10:23:00-07:00,15.959762491419502
2025-06-16 10:38:00-07:00,12.164315331760852
2025-06-16 10:53:00-07:00,9.238283567747912
2025-06-16 11:08:00-07:00,8.660451497105639
2025-06-16 11:23:00-07:00,11.541923494997068
2025-06-16 11:38:00-07:00,12.145093737496165
2025-06-16 11:53:00-07:00,10.023634429524702
2025-06-16 12:08:00-07:00,15.671980024686388
2025-06-16 12:23:00-07:00,12.153803132971284
2025-06-16 12:38:00-07:00,13.75025074225656
2025-06-16 12:53:00-07:00,13.63190323664575
2025-06-16 13:08:00-07:00,9.334558399616949
2025-06-16 13:23:00-07:00,14.34493225259797
2025-06-16 13:38:00-07:00,13.603951785189333
2025-06-16 13:53:00-07:00,10.40982538483251
2025-06-16 14:08:00-07:00,15.907163285959482
2025-06-16 14:23:00-07:00,17.99477370335665
2025-06-16 14:38:00-07:00,19.454463983246676
2025-06-16 14:53:00-07:00,21.738715784246207
2025-06-16 15:08:00-07:00,18.751296807787355
2025-06-16 15:23:00-07:00,24.523572541049912
2025-06-16 15:38:00-07:00,27.534229702788444
2025-06-16 15:53:00-07:00,33.14191654045903
2025-06-16 16:08:00-07:00,38.0374950532703
